name,category,camera,location,photographer
CRW_5147_JFR.jpg,outdoor-dawn-dusk,canon 10D,new york,tian-tsong
CRW_5149_JFR.jpg,outdoor-dawn-dusk,canon 10D,new york,tian-tsong
CRW_5151_JFR.jpg,outdoor-dawn-dusk,canon 10D,new york,tian-tsong
CRW_5152_JFR.jpg,outdoor-dawn-dusk,canon 10D,new york,tian-tsong
CRW_5154_JFR.jpg,outdoor-dawn-dusk,canon 10D,new york,tian-tsong
CRW_5155_JFR.jpg,outdoor-dawn-dusk,canon 10D,new york,tian-tsong
CRW_5161_JFR.jpg,outdoor-dawn-dusk,canon 10D,new york,tian-tsong
CRW_5162_JFR.jpg,outdoor-dawn-dusk,canon 10D,new york,tian-tsong
CRW_5163_JFR.jpg,outdoor-dawn-dusk,canon 10D,new york,tian-tsong
CRW_5165_JFR.jpg,outdoor-dawn-dusk,canon 10D,new york,tian-tsong
CRW_5169_JFR.jpg,outdoor-dawn-dusk,canon 10D,new york,tian-tsong
CRW_5170_JFR.jpg,outdoor-dawn-dusk,canon 10D,new york,tian-tsong
CRW_5172_JFR.jpg,outdoor-dawn-dusk,canon 10D,new york,tian-tsong
CRW_5175_JFR.jpg,outdoor-night,canon 10D,new york,tian-tsong
CRW_5177_JFR.jpg,outdoor-dawn-dusk,canon 10D,new york,tian-tsong
CRW_5178_JFR.jpg,outdoor-night,canon 10D,new york,tian-tsong
CRW_5179_JFR.jpg,outdoor-night,canon 10D,new york,tian-tsong
CRW_5180_JFR.jpg,outdoor-night,canon 10D,new york,tian-tsong
CRW_5181_JFR.jpg,outdoor-night,canon 10D,new york,tian-tsong
CRW_5183_JFR.jpg,outdoor-night,canon 10D,new york,tian-tsong
CRW_5184_JFR.jpg,outdoor-night,canon 10D,new york,tian-tsong
CRW_5191_JFR.jpg,artificial,canon 10D,new york,tian-tsong
CRW_5192_JFR.jpg,artificial,canon 10D,new york,tian-tsong
CRW_5195_JFR.jpg,artificial,canon 10D,new york,tian-tsong
CRW_5202_JFR.jpg,outdoor-night,canon 10D,new york,tian-tsong
CRW_5209_JFR.jpg,outdoor-night,canon 10D,new york,tian-tsong
CRW_5210_JFR.jpg,outdoor-night,canon 10D,new york,tian-tsong
CRW_5213_JFR.jpg,artificial,canon 10D,new york,tian-tsong
CRW_5217_JFR.jpg,outdoor-night,canon 10D,new york,tian-tsong
CRW_5218_JFR.jpg,outdoor-night,canon 10D,new york,tian-tsong
CRW_5219_JFR.jpg,outdoor-night,canon 10D,new york,tian-tsong
CRW_5222_JFR.jpg,outdoor-night,canon 10D,new york,tian-tsong
CRW_5224_JFR.jpg,outdoor-night,canon 10D,new york,tian-tsong
CRW_5225_JFR.jpg,outdoor-night,canon 10D,new york,tian-tsong
CRW_5226_JFR.jpg,outdoor-night,canon 10D,new york,tian-tsong
CRW_5227_JFR.jpg,outdoor-night,canon 10D,new york,tian-tsong
CRW_5228_JFR.jpg,outdoor-night,canon 10D,new york,tian-tsong
CRW_5229_JFR.jpg,outdoor-night,canon 10D,new york,tian-tsong
CRW_5230_JFR.jpg,outdoor-night,canon 10D,new york,tian-tsong
CRW_5231_JFR.jpg,outdoor-night,canon 10D,new york,tian-tsong
CRW_5232_JFR.jpg,outdoor-night,canon 10D,new york,tian-tsong
CRW_5239_JFR.jpg,outdoor-day,canon 10D,new york,tian-tsong
CRW_5241_JFR.jpg,outdoor-day,canon 10D,new york,tian-tsong
CRW_5242_JFR.jpg,outdoor-day,canon 10D,new york,tian-tsong
CRW_5243_JFR.jpg,natural,canon 10D,new york,tian-tsong
CRW_5247_JFR.jpg,natural,canon 10D,new york,tian-tsong
CRW_5253_JFR.jpg,artificial,canon 10D,new york,tian-tsong
CRW_5273_JFR.jpg,artificial,canon 10D,new york,tian-tsong
CRW_5274_JFR.jpg,artificial,canon 10D,new york,tian-tsong
CRW_5275_JFR.jpg,artificial,canon 10D,new york,tian-tsong
CRW_5276_JFR.jpg,artificial,canon 10D,new york,tian-tsong
CRW_5277_JFR.jpg,indoor-dark,canon 10D,new york,tian-tsong
CRW_5280_JFR.jpg,artificial,canon 10D,new york,tian-tsong
CRW_5284_JFR.jpg,indoor-dark,canon 10D,new york,tian-tsong
CRW_5289_JFR.jpg,natural,canon 10D,new york,tian-tsong
CRW_5290_JFR.jpg,natural,canon 10D,new york,tian-tsong
CRW_5291_JFR.jpg,natural,canon 10D,new york,tian-tsong
CRW_5292_JFR.jpg,natural,canon 10D,new york,tian-tsong
CRW_5294_JFR.jpg,natural,canon 10D,new york,tian-tsong
CRW_5295_JFR.jpg,natural,canon 10D,new york,tian-tsong
CRW_5296_JFR.jpg,outdoor-day,canon 10D,new york,tian-tsong
CRW_5300_JFR.jpg,outdoor-day,canon 10D,new york,tian-tsong
CRW_5301_JFR.jpg,outdoor-day,canon 10D,new york,tian-tsong
CRW_5304_JFR.jpg,outdoor-day,canon 10D,new york,tian-tsong
CRW_5305_JFR.jpg,artificial,canon 10D,new york,tian-tsong
CRW_5306_JFR.jpg,outdoor-day,canon 10D,new york,tian-tsong
CRW_5307_JFR.jpg,natural,canon 10D,new york,tian-tsong
CRW_5308_JFR.jpg,natural,canon 10D,new york,tian-tsong
CRW_5309_JFR.jpg,natural,canon 10D,new york,tian-tsong
CRW_5313_JFR.jpg,natural,canon 10D,new york,tian-tsong
CRW_5314_JFR.jpg,outdoor-day,canon 10D,new york,tian-tsong
CRW_5318_JFR.jpg,outdoor-day,canon 10D,new york,tian-tsong
CRW_5319_JFR.jpg,natural,canon 10D,new york,tian-tsong
CRW_5321_JFR.jpg,outdoor-day,canon 10D,new york,tian-tsong
CRW_5328_JFR.jpg,outdoor-day,canon 10D,new york,tian-tsong
CRW_5332_JFR.jpg,outdoor-day,canon 10D,new york,tian-tsong
CRW_5333_JFR.jpg,outdoor-day,canon 10D,new york,tian-tsong
CRW_5337_JFR.jpg,natural,canon 10D,new york,tian-tsong
CRW_5342_JFR.jpg,outdoor-day,canon 10D,new york,tian-tsong
CRW_5344_JFR.jpg,natural,canon 10D,new york,tian-tsong
CRW_5346_JFR.jpg,natural,canon 10D,new york,tian-tsong
CRW_5347_JFR.jpg,natural,canon 10D,new york,tian-tsong
CRW_5353_JFR.jpg,indoor-dark,canon 10D,new york,tian-tsong
CRW_5372_JFR.jpg,natural,canon 10D,new york,tian-tsong
CRW_5383_JFR.jpg,natural,canon 10D,new york,tian-tsong
CRW_5387_JFR.jpg,natural,canon 10D,new york,tian-tsong
CRW_5388_JFR.jpg,natural,canon 10D,new york,tian-tsong
CRW_5389_JFR.jpg,artificial,canon 10D,new york,tian-tsong
CRW_5390_JFR.jpg,natural,canon 10D,new york,tian-tsong
CRW_5391_JFR.jpg,natural,canon 10D,new york,tian-tsong
CRW_5393_JFR.jpg,natural,canon 10D,new york,tian-tsong
CRW_5394_JFR.jpg,natural,canon 10D,new york,tian-tsong
CRW_5395_JFR.jpg,natural,canon 10D,new york,tian-tsong
CRW_5399_JFR.jpg,natural,canon 10D,new york,tian-tsong
CRW_5400_JFR.jpg,natural,canon 10D,new york,tian-tsong
CRW_5401_JFR.jpg,natural,canon 10D,new york,tian-tsong
CRW_5402_JFR.jpg,natural,canon 10D,new york,tian-tsong
CRW_5403_JFR.jpg,natural,canon 10D,new york,tian-tsong
CRW_5404_JFR.jpg,natural,canon 10D,new york,tian-tsong
CRW_5407_JFR.jpg,outdoor-day,canon 10D,new york,tian-tsong
CRW_5409_JFR.jpg,outdoor-day,canon 10D,new york,tian-tsong
CRW_5410_JFR.jpg,natural,canon 10D,new york,tian-tsong
CRW_5412_JFR.jpg,outdoor-day,canon 10D,new york,tian-tsong
CRW_5415_JFR.jpg,indoor-dark,canon 10D,new york,tian-tsong
CRW_5416_JFR.jpg,artificial,canon 10D,new york,tian-tsong
CRW_5420_JFR.jpg,outdoor-day,canon 10D,new york,tian-tsong
CRW_5421_JFR.jpg,outdoor-day,canon 10D,new york,tian-tsong
CRW_5427_JFR.jpg,artificial,canon 10D,new york,tian-tsong
CRW_5429_JFR.jpg,natural,canon 10D,new york,tian-tsong
CRW_5430_JFR.jpg,artificial,canon 10D,new york,tian-tsong
CRW_5431_JFR.jpg,outdoor-day,canon 10D,new york,tian-tsong
CRW_5434_JFR.jpg,outdoor-day,canon 10D,new york,tian-tsong
CRW_5439_JFR.jpg,natural,canon 10D,new york,tian-tsong
CRW_5441_JFR.jpg,natural,canon 10D,new york,tian-tsong
CRW_5442_JFR.jpg,artificial,canon 10D,new york,tian-tsong
CRW_5457_JFR.jpg,outdoor-day,canon 10D,new york,tian-tsong
CRW_5462_JFR.jpg,outdoor-dawn-dusk,canon 10D,new york,tian-tsong
CRW_5468_JFR.jpg,outdoor-dawn-dusk,canon 10D,new york,tian-tsong
CRW_5469_JFR.jpg,outdoor-dawn-dusk,canon 10D,new york,tian-tsong
CRW_5471_JFR.jpg,outdoor-dawn-dusk,canon 10D,new york,tian-tsong
CRW_5472_JFR.jpg,outdoor-dawn-dusk,canon 10D,new york,tian-tsong
CRW_5473_JFR.jpg,artificial,canon 10D,new york,tian-tsong
CRW_5477_JFR.jpg,artificial,canon 10D,new york,tian-tsong
CRW_5478_JFR.jpg,artificial,canon 10D,new york,tian-tsong
CRW_5481_JFR.jpg,outdoor-dawn-dusk,canon 10D,new york,tian-tsong
CRW_5493_JFR.jpg,outdoor-dawn-dusk,canon 10D,new york,tian-tsong
CRW_5499_JFR.jpg,outdoor-dawn-dusk,canon 10D,new york,tian-tsong
CRW_5500_JFR.jpg,outdoor-dawn-dusk,canon 10D,new york,tian-tsong
CRW_5503_JFR.jpg,outdoor-night,canon 10D,new york,tian-tsong
CRW_5504_JFR.jpg,outdoor-night,canon 10D,new york,tian-tsong
CRW_5505_JFR.jpg,outdoor-night,canon 10D,new york,tian-tsong
CRW_5506_JFR.jpg,indoor-light,canon 10D,new york,tian-tsong
CRW_5507_JFR.jpg,indoor-light,canon 10D,new york,tian-tsong
CRW_5510_JFR.jpg,outdoor-rain-snow,canon 10D,new york,tian-tsong
CRW_5513_JFR.jpg,outdoor-rain-snow,canon 10D,new york,tian-tsong
CRW_5517_JFR.jpg,natural,canon 10D,new york,tian-tsong
CRW_5518_JFR.jpg,natural,canon 10D,new york,tian-tsong
CRW_5522_JFR.jpg,outdoor-rain-snow,canon 10D,new york,tian-tsong
CRW_5523_JFR.jpg,outdoor-rain-snow,canon 10D,new york,tian-tsong
CRW_5524_JFR.jpg,outdoor-rain-snow,canon 10D,new york,tian-tsong
CRW_5527_JFR.jpg,outdoor-rain-snow,canon 10D,new york,tian-tsong
CRW_5528_JFR.jpg,outdoor-rain-snow,canon 10D,new york,tian-tsong
CRW_5529_JFR.jpg,outdoor-rain-snow,canon 10D,new york,tian-tsong
CRW_5531_JFR.jpg,outdoor-rain-snow,canon 10D,new york,tian-tsong
CRW_5532_JFR.jpg,outdoor-rain-snow,canon 10D,new york,tian-tsong
CRW_5533_JFR.jpg,outdoor-rain-snow,canon 10D,new york,tian-tsong
CRW_5534_JFR.jpg,outdoor-rain-snow,canon 10D,new york,tian-tsong
CRW_5535_JFR.jpg,outdoor-rain-snow,canon 10D,new york,tian-tsong
CRW_5536_JFR.jpg,outdoor-rain-snow,canon 10D,new york,tian-tsong
CRW_5544_JFR.jpg,outdoor-rain-snow,canon 10D,new york,tian-tsong
CRW_5545_JFR.jpg,outdoor-rain-snow,canon 10D,new york,tian-tsong
CRW_5546_JFR.jpg,outdoor-rain-snow,canon 10D,new york,tian-tsong
CRW_5551_JFR.jpg,outdoor-rain-snow,canon 10D,new york,tian-tsong
CRW_5552_JFR.jpg,outdoor-rain-snow,canon 10D,new york,tian-tsong
CRW_5553_JFR.jpg,outdoor-rain-snow,canon 10D,new york,tian-tsong
CRW_5554_JFR.jpg,outdoor-rain-snow,canon 10D,new york,tian-tsong
CRW_5561_JFR.jpg,outdoor-rain-snow,canon 10D,new york,tian-tsong
CRW_5562_JFR.jpg,outdoor-rain-snow,canon 10D,new york,tian-tsong
CRW_5563_JFR.jpg,outdoor-rain-snow,canon 10D,new york,tian-tsong
CRW_5567_JFR.jpg,indoor-light,canon 10D,new york,tian-tsong
CRW_5572_JFR.jpg,outdoor-day,canon 10D,new york,tian-tsong
CRW_5574_JFR.jpg,outdoor-rain-snow,canon 10D,new york,tian-tsong
CRW_5575_JFR.jpg,outdoor-rain-snow,canon 10D,new york,tian-tsong
CRW_5583_JFR.jpg,outdoor-rain-snow,canon 10D,new york,tian-tsong
CRW_5586_JFR.jpg,outdoor-rain-snow,canon 10D,new york,tian-tsong
CRW_5589_JFR.jpg,artificial,canon 10D,new york,tian-tsong
CRW_5590_JFR.jpg,artificial,canon 10D,new york,tian-tsong
CRW_5591_JFR.jpg,artificial,canon 10D,new york,tian-tsong
CRW_5592_JFR.jpg,artificial,canon 10D,new york,tian-tsong
CRW_5595_JFR.jpg,artificial,canon 10D,new york,tian-tsong
CRW_5596_JFR.jpg,artificial,canon 10D,new york,tian-tsong
CRW_5597_JFR.jpg,artificial,canon 10D,new york,tian-tsong
CRW_5599_JFR.jpg,outdoor-day,canon 10D,new york,tian-tsong
CRW_5609_JFR.jpg,artificial,canon 10D,new york,tian-tsong
CRW_5613_JFR.jpg,artificial,canon 10D,new york,tian-tsong
CRW_5614_JFR.jpg,artificial,canon 10D,new york,tian-tsong
CRW_5617_JFR.jpg,outdoor-rain-snow,canon 10D,new york,tian-tsong
CRW_5621_JFR.jpg,outdoor-rain-snow,canon 10D,new york,tian-tsong
CRW_5624_JFR.jpg,outdoor-day,canon 10D,new york,tian-tsong
CRW_5628_JFR.jpg,indoor-dark,canon 10D,new york,tian-tsong
CRW_5631_JFR.jpg,indoor-dark,canon 10D,new york,tian-tsong
CRW_5642_JFR.jpg,indoor-dark,canon 10D,new york,tian-tsong
CRW_5644_JFR.jpg,artificial,canon 10D,new york,tian-tsong
CRW_5648_JFR.jpg,artificial,canon 10D,new york,tian-tsong
CRW_5657_JFR.jpg,artificial,canon 10D,new york,tian-tsong
CRW_5670_JFR.jpg,artificial,canon 10D,new york,tian-tsong
CRW_5677_JFR.jpg,natural,canon 10D,new york,tian-tsong
CRW_5693_JFR.jpg,outdoor-day,canon 10D,new york,tian-tsong
CRW_5694_JFR.jpg,outdoor-day,canon 10D,new york,tian-tsong
CRW_5704_JFR.jpg,outdoor-day,canon 10D,new york,tian-tsong
CRW_5707_JFR.jpg,indoor-dark,canon 10D,new york,tian-tsong
CRW_5708_JFR.jpg,indoor-light,canon 10D,new york,tian-tsong
CRW_5709_JFR.jpg,indoor-light,canon 10D,new york,tian-tsong
CRW_5713_JFR.jpg,indoor-dark,canon 10D,new york,tian-tsong
CRW_5714_JFR.jpg,indoor-dark,canon 10D,new york,tian-tsong
CRW_5716_JFR.jpg,indoor-dark,canon 10D,new york,tian-tsong
CRW_5717_JFR.jpg,indoor-light,canon 10D,new york,tian-tsong
CRW_5718_JFR.jpg,indoor-light,canon 10D,new york,tian-tsong
CRW_5720_JFR.jpg,indoor-light,canon 10D,new york,tian-tsong
CRW_5724_JFR.jpg,indoor-dark,canon 10D,new york,tian-tsong
CRW_5725_JFR.jpg,indoor-dark,canon 10D,new york,tian-tsong
